#recall zadany pri vytvarani indexu, vysledky vs time 1000 dotazov
#	      1K	      10k	      100k	     1000k
#Zadany	recall	time[s]	recall	time[s]	 recall	time[s]	 recall time [s]
#recall
50	40.4	2.61085	 26.3	2.62182	 13.553	2.64878	 8.805	 2.87925
60	50.5	5.68794	 35.7	5.70214	 20.212	5.74181	 8.8056	 5.8569
70	64.5	5.27733	 48.36	5.28764	 28.068	5.32554	 12.6738 6.1093
80	76.1	11.7786	 61.55	11.625	 40.024	11.8366	 19.0173 12.0398
90	84.8	28.7956	 74.94	29.0906	 55.054	28.9601	 30.4149 29.2623
95	92.1	72.1424	 85.81	71.455	 69.535	72.2708	 44.320	 66.098


